example_id,source,source_file,pair_id,change_id,old_text,new_text,combined_text,operation_type,semantic_type,significance_label,high_priority_label,is_gold,is_synthetic,is_weak,label_source,confidence,notes,old_length,new_length,length_delta,relative_length_delta,has_number,has_date,has_deadline_terms,has_obligation_terms,has_refusal_terms,has_document_terms,has_responsibility_terms,has_procedure_terms,has_payment_terms,has_editorial_terms,has_legal_reference,has_modal_verbs,text_complexity_bucket,y_significance,y_high_priority,y_semantic_type,rule_based_label,rule_based_confidence,rule_based_reason,rule_based_requires_manual_review
synthetic_formatting_or_editorial_change_010:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_formatting_or_editorial_change_010,chg_001,Уточнение сведений выполняется ответственным специалистом.,Уточнение сведений выполняется ответственным специалистом.,Уточнение сведений выполняется ответственным специалистом. Уточнение сведений выполняется ответственным специалистом.,moved,formatting_or_editorial_change,editorial,0,0,1,0,curated_synthetic,0.9,Редакционный перенос без смыслового эффекта.,58,58,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,short,editorial,0,formatting_or_editorial_change,editorial,0.85,Изменение похоже на редакционное или структурное и не меняет смысл по существу. Сработали правила: normalized_text_equal.,0
synthetic_terminology_change_001:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_terminology_change_001,chg_001,Сотрудник осуществляет проверку комплектности документов.,Сотрудник выполняет проверку комплектности документов.,Сотрудник осуществляет проверку комплектности документов. Сотрудник выполняет проверку комплектности документов.,modified,terminology_change,editorial,0,0,1,0,curated_synthetic,0.9,Замена глагола без смыслового эффекта.,57,54,3,0.0526,0,0,0,0,0,1,0,0,0,0,0,0,short,editorial,0,terminology_change,important,0.51,"Изменение влияет на порядок работы или условия взаимодействия, но не относится к наиболее критичным. Сработали правила: fallback_manual_review. Для этого изменения автоматическая оценка недостаточно уверенная, рекомендуется ручная проверка.",1
synthetic_terminology_change_002:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_terminology_change_002,chg_001,Проверка проводится в соответствии с регламентом.,Проверка проводится согласно регламенту.,Проверка проводится в соответствии с регламентом. Проверка проводится согласно регламенту.,modified,terminology_change,editorial,0,0,1,0,curated_synthetic,0.9,Замена речевой конструкции.,49,40,9,0.1837,0,0,0,0,0,0,0,0,0,0,0,0,short,editorial,0,terminology_change,important,0.51,"Изменение влияет на порядок работы или условия взаимодействия, но не относится к наиболее критичным. Сработали правила: fallback_manual_review. Для этого изменения автоматическая оценка недостаточно уверенная, рекомендуется ручная проверка.",1
synthetic_terminology_change_003:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_terminology_change_003,chg_001,Заявитель направляет письменное уведомление.,Заявитель направляет письменное сообщение.,Заявитель направляет письменное уведомление. Заявитель направляет письменное сообщение.,modified,terminology_change,editorial,0,0,1,0,curated_synthetic,0.9,Терминологическая замена.,44,42,2,0.0455,0,0,0,0,0,0,0,0,0,0,0,0,short,editorial,0,terminology_change,important,0.9,"Изменение влияет на порядок работы или условия взаимодействия, но не относится к наиболее критичным. Сработали правила: important_keywords.",0
synthetic_terminology_change_006:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_terminology_change_006,chg_001,Сотрудник информирует заявителя о результате.,Сотрудник уведомляет заявителя о результате.,Сотрудник информирует заявителя о результате. Сотрудник уведомляет заявителя о результате.,modified,terminology_change,editorial,0,0,1,0,curated_synthetic,0.9,Замена слова без изменения обязательства.,45,44,1,0.0222,0,0,0,0,0,0,0,0,0,0,0,0,short,editorial,0,terminology_change,important,0.51,"Изменение влияет на порядок работы или условия взаимодействия, но не относится к наиболее критичным. Сработали правила: fallback_manual_review. Для этого изменения автоматическая оценка недостаточно уверенная, рекомендуется ручная проверка.",1
synthetic_terminology_change_008:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_terminology_change_008,chg_001,Сведения размещаются в локальной системе учета.,Сведения размещаются в внутренней системе учета.,Сведения размещаются в локальной системе учета. Сведения размещаются в внутренней системе учета.,modified,terminology_change,editorial,0,0,1,0,curated_synthetic,0.9,Терминологическое уточнение.,47,48,1,0.0208,0,0,0,0,0,0,0,0,0,0,0,0,short,editorial,0,terminology_change,important,0.51,"Изменение влияет на порядок работы или условия взаимодействия, но не относится к наиболее критичным. Сработали правила: fallback_manual_review. Для этого изменения автоматическая оценка недостаточно уверенная, рекомендуется ручная проверка.",1
pair_06_procedure_change:chg_001,significance_gold_results,experiments/significance/significance_results.csv,pair_06_procedure_change,chg_001,Заявление подается заявителем на бумажном носителе через ответственное подразделение.,Заявление может быть подано на бумажном носителе через ответственное подразделение или через электронную форму во внутреннем портале.,Заявление подается заявителем на бумажном носителе через ответственное подразделение. Заявление может быть подано на бумажном носителе через ответственное подразделение или через электронную форму во внутреннем портале.,modified,procedure,important,1,1,0,0,significance_results_csv,1.0,Изменен порядок подачи заявления: добавлена возможность подачи через электронную форму во внутреннем портале.,85,133,48,0.3609,0,0,0,0,0,0,0,0,0,0,0,1,medium,important,1,procedure,important,1.0,"Изменение влияет на порядок работы или условия взаимодействия, но не относится к наиболее критичным. Сработали правила: change_type=procedure.",0
synthetic_document_list_change_001:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_document_list_change_001,chg_001,,"В перечень документов включается копия документа, подтверждающего полномочия представителя.","В перечень документов включается копия документа, подтверждающего полномочия представителя.",added,document_list_change,important,1,0,1,0,curated_synthetic,0.9,Добавлен документ о полномочиях представителя.,0,91,91,1.0,0,0,0,0,0,1,0,0,0,0,0,0,short,important,1,document_list_change,important,0.9,"Изменение влияет на порядок работы или условия взаимодействия, но не относится к наиболее критичным. Сработали правила: important_keywords.",0
synthetic_document_list_change_002:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_document_list_change_002,chg_001,,"К заявлению прилагается копия документа, подтверждающего регистрацию по месту пребывания.","К заявлению прилагается копия документа, подтверждающего регистрацию по месту пребывания.",added,document_list_change,important,1,0,1,0,curated_synthetic,0.9,Добавлен документ о регистрации.,0,89,89,1.0,0,0,0,0,0,0,0,0,0,0,0,0,short,important,1,document_list_change,important,0.9,"Изменение влияет на порядок работы или условия взаимодействия, но не относится к наиболее критичным. Сработали правила: important_keywords.",0
synthetic_document_list_change_005:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_document_list_change_005,chg_001,,При подаче заявления прилагается копия согласия на обработку персональных данных.,При подаче заявления прилагается копия согласия на обработку персональных данных.,added,document_list_change,important,1,0,1,0,curated_synthetic,0.9,Добавлено согласие на обработку данных.,0,81,81,1.0,0,0,0,0,0,0,0,0,0,0,0,0,short,important,1,document_list_change,important,0.51,"Изменение влияет на порядок работы или условия взаимодействия, но не относится к наиболее критичным. Сработали правила: fallback_manual_review. Для этого изменения автоматическая оценка недостаточно уверенная, рекомендуется ручная проверка.",1
synthetic_document_list_change_008:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_document_list_change_008,chg_001,,В перечень обязательных документов включается копия решения комиссии.,В перечень обязательных документов включается копия решения комиссии.,added,document_list_change,important,1,0,1,0,curated_synthetic,0.9,Добавлено решение комиссии.,0,69,69,1.0,0,0,0,0,0,1,0,0,0,0,0,0,short,important,1,document_list_change,critical,0.9,"Изменение затрагивает ключевые условия применения документа, обязанности, сроки или основания отказа. Сработали правила: critical_keywords.",0
synthetic_document_list_change_009:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_document_list_change_009,chg_001,,К заявлению прилагается подтверждение направления электронного уведомления.,К заявлению прилагается подтверждение направления электронного уведомления.,added,document_list_change,important,1,0,1,0,curated_synthetic,0.9,Добавлено подтверждение уведомления.,0,75,75,1.0,0,0,0,0,0,0,0,0,0,0,0,0,short,important,1,document_list_change,important,0.9,"Изменение влияет на порядок работы или условия взаимодействия, но не относится к наиболее критичным. Сработали правила: important_keywords.",0
synthetic_document_list_change_010:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_document_list_change_010,chg_001,,В комплект документов включается заявление о согласовании электронного канала связи.,В комплект документов включается заявление о согласовании электронного канала связи.,added,document_list_change,important,1,0,1,0,curated_synthetic,0.9,Добавлено заявление о канале связи.,0,84,84,1.0,0,0,0,0,0,1,0,0,0,0,0,0,short,important,1,document_list_change,important,0.51,"Изменение влияет на порядок работы или условия взаимодействия, но не относится к наиболее критичным. Сработали правила: fallback_manual_review. Для этого изменения автоматическая оценка недостаточно уверенная, рекомендуется ручная проверка.",1
synthetic_eligibility_change_001:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_eligibility_change_001,chg_001,К процедуре допускаются только сотрудники основного подразделения.,К процедуре допускаются сотрудники основного и профильного подразделений.,К процедуре допускаются только сотрудники основного подразделения. К процедуре допускаются сотрудники основного и профильного подразделений.,modified,eligibility_change,important,1,0,1,0,curated_synthetic,0.9,Расширены условия допуска.,66,73,7,0.0959,0,0,0,0,0,0,0,0,0,0,0,0,medium,important,1,eligibility_change,important,0.51,"Изменение влияет на порядок работы или условия взаимодействия, но не относится к наиболее критичным. Сработали правила: fallback_manual_review. Для этого изменения автоматическая оценка недостаточно уверенная, рекомендуется ручная проверка.",1
synthetic_eligibility_change_002:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_eligibility_change_002,chg_001,"Заявление принимается при наличии одного документа, подтверждающего полномочия.","Заявление принимается при наличии двух документов, подтверждающих полномочия.","Заявление принимается при наличии одного документа, подтверждающего полномочия. Заявление принимается при наличии двух документов, подтверждающих полномочия.",modified,eligibility_change,important,1,0,1,0,curated_synthetic,0.9,Изменены условия допуска по документам.,79,77,2,0.0253,0,0,0,0,0,1,0,0,0,0,0,0,medium,important,1,eligibility_change,important,0.51,"Изменение влияет на порядок работы или условия взаимодействия, но не относится к наиболее критичным. Сработали правила: fallback_manual_review. Для этого изменения автоматическая оценка недостаточно уверенная, рекомендуется ручная проверка.",1
synthetic_eligibility_change_003:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_eligibility_change_003,chg_001,Повторное заявление может быть подано через 30 дней.,Повторное заявление может быть подано через 15 дней.,Повторное заявление может быть подано через 30 дней. Повторное заявление может быть подано через 15 дней.,modified,eligibility_change,important,1,0,1,0,curated_synthetic,0.9,Изменен срок повторного допуска.,52,52,0,0.0,1,0,1,0,0,0,0,0,0,0,0,1,short,important,1,eligibility_change,important,0.51,"Изменение влияет на порядок работы или условия взаимодействия, но не относится к наиболее критичным. Сработали правила: fallback_manual_review. Для этого изменения автоматическая оценка недостаточно уверенная, рекомендуется ручная проверка.",1
synthetic_eligibility_change_004:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_eligibility_change_004,chg_001,Консультация предоставляется только руководителям подразделений.,Консультация предоставляется руководителям и ответственным специалистам подразделений.,Консультация предоставляется только руководителям подразделений. Консультация предоставляется руководителям и ответственным специалистам подразделений.,modified,eligibility_change,important,1,0,1,0,curated_synthetic,0.9,Изменен круг допущенных лиц.,64,86,22,0.2558,0,0,0,0,0,0,0,0,0,0,0,0,medium,important,1,eligibility_change,important,0.51,"Изменение влияет на порядок работы или условия взаимодействия, но не относится к наиболее критичным. Сработали правила: fallback_manual_review. Для этого изменения автоматическая оценка недостаточно уверенная, рекомендуется ручная проверка.",1
synthetic_eligibility_change_005:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_eligibility_change_005,chg_001,Электронная подача доступна только после личной идентификации.,Электронная подача доступна после личной или усиленной электронной идентификации.,Электронная подача доступна только после личной идентификации. Электронная подача доступна после личной или усиленной электронной идентификации.,modified,eligibility_change,important,1,0,1,0,curated_synthetic,0.9,Изменены условия электронной идентификации.,62,81,19,0.2346,0,0,0,0,0,0,0,0,0,0,0,0,medium,important,1,eligibility_change,important,0.51,"Изменение влияет на порядок работы или условия взаимодействия, но не относится к наиболее критичным. Сработали правила: fallback_manual_review. Для этого изменения автоматическая оценка недостаточно уверенная, рекомендуется ручная проверка.",1
synthetic_eligibility_change_006:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_eligibility_change_006,chg_001,Участие в согласовании допускается после внутреннего обучения.,Участие в согласовании допускается после внутреннего обучения и подтверждения квалификации.,Участие в согласовании допускается после внутреннего обучения. Участие в согласовании допускается после внутреннего обучения и подтверждения квалификации.,modified,eligibility_change,important,1,0,1,0,curated_synthetic,0.9,Уточнены условия допуска к согласованию.,62,91,29,0.3187,0,0,0,0,0,0,0,0,0,0,0,0,medium,important,1,eligibility_change,important,0.51,"Изменение влияет на порядок работы или условия взаимодействия, но не относится к наиболее критичным. Сработали правила: fallback_manual_review. Для этого изменения автоматическая оценка недостаточно уверенная, рекомендуется ручная проверка.",1
synthetic_eligibility_change_007:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_eligibility_change_007,chg_001,Прием документов допускается только в будние дни.,Прием документов допускается в будние дни и в первую субботу месяца.,Прием документов допускается только в будние дни. Прием документов допускается в будние дни и в первую субботу месяца.,modified,eligibility_change,important,1,0,1,0,curated_synthetic,0.9,Расширены временные условия допуска.,49,68,19,0.2794,0,0,0,0,0,1,0,0,0,0,0,0,short,important,1,eligibility_change,important,0.51,"Изменение влияет на порядок работы или условия взаимодействия, но не относится к наиболее критичным. Сработали правила: fallback_manual_review. Для этого изменения автоматическая оценка недостаточно уверенная, рекомендуется ручная проверка.",1
synthetic_eligibility_change_008:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_eligibility_change_008,chg_001,Повторная подача допустима после письменного уведомления.,Повторная подача допустима после письменного или электронного уведомления.,Повторная подача допустима после письменного уведомления. Повторная подача допустима после письменного или электронного уведомления.,modified,eligibility_change,important,1,0,1,0,curated_synthetic,0.9,Изменены условия повторной подачи.,57,74,17,0.2297,0,0,0,0,0,0,0,0,0,0,0,0,medium,important,1,eligibility_change,important,0.9,"Изменение влияет на порядок работы или условия взаимодействия, но не относится к наиболее критичным. Сработали правила: important_keywords.",0
synthetic_eligibility_change_009:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_eligibility_change_009,chg_001,Запрос принимается только от самого заявителя.,Запрос принимается от заявителя или его уполномоченного представителя.,Запрос принимается только от самого заявителя. Запрос принимается от заявителя или его уполномоченного представителя.,modified,eligibility_change,important,1,0,1,0,curated_synthetic,0.9,Расширены условия представительства.,46,70,24,0.3429,0,0,0,0,0,0,0,0,0,0,0,0,short,important,1,eligibility_change,important,0.9,"Изменение влияет на порядок работы или условия взаимодействия, но не относится к наиболее критичным. Сработали правила: important_keywords.",0
synthetic_eligibility_change_010:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_eligibility_change_010,chg_001,К проверке допускаются только заявления в бумажной форме.,К проверке допускаются заявления в бумажной и электронной форме.,К проверке допускаются только заявления в бумажной форме. К проверке допускаются заявления в бумажной и электронной форме.,modified,eligibility_change,important,1,0,1,0,curated_synthetic,0.9,Расширены форматы допуска.,57,64,7,0.1094,0,0,0,0,0,0,0,0,0,0,0,0,medium,important,1,eligibility_change,important,0.51,"Изменение влияет на порядок работы или условия взаимодействия, но не относится к наиболее критичным. Сработали правила: fallback_manual_review. Для этого изменения автоматическая оценка недостаточно уверенная, рекомендуется ручная проверка.",1
synthetic_payment_or_fee_change_001:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_payment_or_fee_change_001,chg_001,Размер внутреннего сбора составляет 300 рублей.,Размер внутреннего сбора составляет 500 рублей.,Размер внутреннего сбора составляет 300 рублей. Размер внутреннего сбора составляет 500 рублей.,modified,payment_or_fee_change,important,1,0,1,0,curated_synthetic,0.9,Изменен размер внутреннего сбора.,47,47,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,short,important,1,payment_or_fee_change,important,0.51,"Изменение влияет на порядок работы или условия взаимодействия, но не относится к наиболее критичным. Сработали правила: fallback_manual_review. Для этого изменения автоматическая оценка недостаточно уверенная, рекомендуется ручная проверка.",1
synthetic_payment_or_fee_change_002:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_payment_or_fee_change_002,chg_001,Оплата производится после завершения проверки.,Оплата производится до начала проверки.,Оплата производится после завершения проверки. Оплата производится до начала проверки.,modified,payment_or_fee_change,important,1,0,1,0,curated_synthetic,0.9,Изменен момент оплаты.,46,39,7,0.1522,0,0,0,0,0,0,0,0,0,0,0,0,short,important,1,payment_or_fee_change,important,0.51,"Изменение влияет на порядок работы или условия взаимодействия, но не относится к наиболее критичным. Сработали правила: fallback_manual_review. Для этого изменения автоматическая оценка недостаточно уверенная, рекомендуется ручная проверка.",1
synthetic_payment_or_fee_change_004:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_payment_or_fee_change_004,chg_001,Комиссия не взимается при электронной подаче.,Комиссия взимается в размере 100 рублей при электронной подаче.,Комиссия не взимается при электронной подаче. Комиссия взимается в размере 100 рублей при электронной подаче.,modified,payment_or_fee_change,important,1,0,1,0,curated_synthetic,0.9,Изменена льгота по оплате.,45,63,18,0.2857,1,0,0,0,0,0,0,0,0,0,0,0,short,important,1,payment_or_fee_change,important,0.51,"Изменение влияет на порядок работы или условия взаимодействия, но не относится к наиболее критичным. Сработали правила: fallback_manual_review. Для этого изменения автоматическая оценка недостаточно уверенная, рекомендуется ручная проверка.",1
synthetic_payment_or_fee_change_008:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_payment_or_fee_change_008,chg_001,Оплата допускается только через кассу подразделения.,Оплата допускается через кассу подразделения и личный кабинет портала.,Оплата допускается только через кассу подразделения. Оплата допускается через кассу подразделения и личный кабинет портала.,modified,payment_or_fee_change,important,1,0,1,0,curated_synthetic,0.9,Изменены каналы оплаты.,52,70,18,0.2571,0,0,0,0,0,0,0,0,0,0,0,0,medium,important,1,payment_or_fee_change,important,0.9,"Изменение влияет на порядок работы или условия взаимодействия, но не относится к наиболее критичным. Сработали правила: important_keywords.",0
synthetic_payment_or_fee_change_009:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_payment_or_fee_change_009,chg_001,Подтверждение оплаты проверяется вручную.,Подтверждение оплаты проверяется автоматически через учетную систему.,Подтверждение оплаты проверяется вручную. Подтверждение оплаты проверяется автоматически через учетную систему.,modified,payment_or_fee_change,important,1,0,1,0,curated_synthetic,0.9,Изменен способ проверки оплаты.,41,69,28,0.4058,0,0,0,0,0,0,0,0,0,0,0,0,short,important,1,payment_or_fee_change,important,0.51,"Изменение влияет на порядок работы или условия взаимодействия, но не относится к наиболее критичным. Сработали правила: fallback_manual_review. Для этого изменения автоматическая оценка недостаточно уверенная, рекомендуется ручная проверка.",1
synthetic_payment_or_fee_change_010:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_payment_or_fee_change_010,chg_001,Комиссия начисляется после регистрации обращения.,Комиссия начисляется до регистрации обращения.,Комиссия начисляется после регистрации обращения. Комиссия начисляется до регистрации обращения.,modified,payment_or_fee_change,important,1,0,1,0,curated_synthetic,0.9,Изменен момент начисления комиссии.,49,46,3,0.0612,0,0,0,0,0,0,0,0,0,0,0,0,short,important,1,payment_or_fee_change,important,0.51,"Изменение влияет на порядок работы или условия взаимодействия, но не относится к наиболее критичным. Сработали правила: fallback_manual_review. Для этого изменения автоматическая оценка недостаточно уверенная, рекомендуется ручная проверка.",1
synthetic_procedure_change_001:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_procedure_change_001,chg_001,Заявление подается на бумажном носителе через ответственное подразделение.,Заявление может быть подано через ответственное подразделение либо через электронную форму портала.,Заявление подается на бумажном носителе через ответственное подразделение. Заявление может быть подано через ответственное подразделение либо через электронную форму портала.,modified,procedure_change,important,1,0,1,0,curated_synthetic,0.9,Изменен порядок подачи заявления.,74,99,25,0.2525,0,0,0,0,0,0,0,0,0,0,0,1,medium,important,1,procedure_change,important,0.51,"Изменение влияет на порядок работы или условия взаимодействия, но не относится к наиболее критичным. Сработали правила: fallback_manual_review. Для этого изменения автоматическая оценка недостаточно уверенная, рекомендуется ручная проверка.",1
synthetic_procedure_change_003:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_procedure_change_003,chg_001,Уведомление направляется после завершения согласования.,Уведомление направляется до передачи дела на согласование.,Уведомление направляется после завершения согласования. Уведомление направляется до передачи дела на согласование.,modified,procedure_change,important,1,0,1,0,curated_synthetic,0.9,Изменен порядок уведомления.,55,58,3,0.0517,0,0,0,0,0,0,0,0,0,0,0,0,short,important,1,procedure_change,important,0.9,"Изменение влияет на порядок работы или условия взаимодействия, но не относится к наиболее критичным. Сработали правила: important_keywords.",0
synthetic_procedure_change_007:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_procedure_change_007,chg_001,Результат проверки согласуется только руководителем сектора.,Результат проверки согласуется руководителем сектора и начальником отдела.,Результат проверки согласуется только руководителем сектора. Результат проверки согласуется руководителем сектора и начальником отдела.,modified,procedure_change,important,1,0,1,0,curated_synthetic,0.9,Изменен маршрут согласования.,60,74,14,0.1892,0,0,0,0,0,0,0,0,0,0,0,0,medium,important,1,procedure_change,important,0.51,"Изменение влияет на порядок работы или условия взаимодействия, но не относится к наиболее критичным. Сработали правила: fallback_manual_review. Для этого изменения автоматическая оценка недостаточно уверенная, рекомендуется ручная проверка.",1
synthetic_procedure_change_008:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_procedure_change_008,chg_001,Заявитель получает уведомление по телефону.,Заявитель получает уведомление через портал и по телефону.,Заявитель получает уведомление по телефону. Заявитель получает уведомление через портал и по телефону.,modified,procedure_change,important,1,0,1,0,curated_synthetic,0.9,Изменен порядок уведомления о результате.,43,58,15,0.2586,0,0,0,0,0,0,0,1,0,0,0,0,short,important,1,procedure_change,important,0.9,"Изменение влияет на порядок работы или условия взаимодействия, но не относится к наиболее критичным. Сработали правила: important_keywords.",0
synthetic_procedure_change_009:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_procedure_change_009,chg_001,Дело передается на хранение после подготовки ответа.,Дело передается на хранение после подтверждения получения ответа заявителем.,Дело передается на хранение после подготовки ответа. Дело передается на хранение после подтверждения получения ответа заявителем.,modified,procedure_change,important,1,0,1,0,curated_synthetic,0.9,Изменен порядок передачи на хранение.,52,76,24,0.3158,0,0,0,0,0,0,0,0,0,0,0,0,medium,important,1,procedure_change,important,0.51,"Изменение влияет на порядок работы или условия взаимодействия, но не относится к наиболее критичным. Сработали правила: fallback_manual_review. Для этого изменения автоматическая оценка недостаточно уверенная, рекомендуется ручная проверка.",1
synthetic_procedure_change_010:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_procedure_change_010,chg_001,Учетная запись создается после приема документов.,Учетная запись создается до приема документов для предварительной проверки.,Учетная запись создается после приема документов. Учетная запись создается до приема документов для предварительной проверки.,modified,procedure_change,important,1,0,1,0,curated_synthetic,0.9,Изменена последовательность создания записи.,49,75,26,0.3467,0,0,0,0,0,1,0,0,0,0,0,0,medium,important,1,procedure_change,important,0.51,"Изменение влияет на порядок работы или условия взаимодействия, но не относится к наиболее критичным. Сработали правила: fallback_manual_review. Для этого изменения автоматическая оценка недостаточно уверенная, рекомендуется ручная проверка.",1
synthetic_clarification_change_002:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_clarification_change_002,chg_001,Сведения отображаются в учетной системе.,Сведения отображаются в учетной системе в справочном режиме.,Сведения отображаются в учетной системе. Сведения отображаются в учетной системе в справочном режиме.,modified,clarification_change,informational,0,0,1,0,curated_synthetic,0.9,Уточнен режим отображения сведений.,40,60,20,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,short,informational,0,clarification_change,important,0.51,"Изменение влияет на порядок работы или условия взаимодействия, но не относится к наиболее критичным. Сработали правила: fallback_manual_review. Для этого изменения автоматическая оценка недостаточно уверенная, рекомендуется ручная проверка.",1
synthetic_clarification_change_003:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_clarification_change_003,chg_001,Пояснение приводится в приложении.,Пояснение приводится в приложении для удобства использования.,Пояснение приводится в приложении. Пояснение приводится в приложении для удобства использования.,modified,clarification_change,informational,0,0,1,0,curated_synthetic,0.9,Добавлено пояснение без изменения порядка.,34,61,27,0.4426,0,0,0,0,0,0,0,0,0,0,0,0,short,informational,0,clarification_change,informational,0.9,"Изменение в основном добавляет справочную, контактную или поясняющую информацию. Сработали правила: informational_keywords.",0
synthetic_clarification_change_004:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_clarification_change_004,chg_001,Информация предоставляется в устной форме.,Информация предоставляется в устной форме при необходимости дополнительного разъяснения.,Информация предоставляется в устной форме. Информация предоставляется в устной форме при необходимости дополнительного разъяснения.,modified,clarification_change,informational,0,0,1,0,curated_synthetic,0.9,Уточнены условия разъяснения.,42,88,46,0.5227,0,0,0,0,0,0,0,0,0,0,0,0,medium,informational,0,clarification_change,important,0.51,"Изменение влияет на порядок работы или условия взаимодействия, но не относится к наиболее критичным. Сработали правила: fallback_manual_review. Для этого изменения автоматическая оценка недостаточно уверенная, рекомендуется ручная проверка.",1
synthetic_clarification_change_005:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_clarification_change_005,chg_001,Справка содержит сведения о статусе обращения.,Справка содержит актуальные сведения о статусе обращения.,Справка содержит сведения о статусе обращения. Справка содержит актуальные сведения о статусе обращения.,modified,clarification_change,informational,0,0,1,0,curated_synthetic,0.9,Уточнено описание справки.,46,57,11,0.193,0,0,0,0,0,0,0,0,0,0,0,0,short,informational,0,clarification_change,important,0.51,"Изменение влияет на порядок работы или условия взаимодействия, но не относится к наиболее критичным. Сработали правила: fallback_manual_review. Для этого изменения автоматическая оценка недостаточно уверенная, рекомендуется ручная проверка.",1
synthetic_clarification_change_006:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_clarification_change_006,chg_001,Контрольный номер указывается в уведомлении.,Контрольный номер указывается в уведомлении для последующей справки.,Контрольный номер указывается в уведомлении. Контрольный номер указывается в уведомлении для последующей справки.,modified,clarification_change,informational,0,0,1,0,curated_synthetic,0.9,Уточнено назначение номера.,44,68,24,0.3529,0,0,0,0,0,0,0,0,0,0,0,0,short,informational,0,clarification_change,important,0.9,"Изменение влияет на порядок работы или условия взаимодействия, но не относится к наиболее критичным. Сработали правила: important_keywords.",0
synthetic_clarification_change_008:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_clarification_change_008,chg_001,Заявитель вправе ознакомиться с информацией о ходе процедуры.,Заявитель вправе ознакомиться со справочной информацией о ходе процедуры.,Заявитель вправе ознакомиться с информацией о ходе процедуры. Заявитель вправе ознакомиться со справочной информацией о ходе процедуры.,modified,clarification_change,informational,0,0,1,0,curated_synthetic,0.9,Уточнен тип информации.,61,73,12,0.1644,0,0,0,0,0,0,0,0,0,0,0,1,medium,informational,0,clarification_change,important,0.51,"Изменение влияет на порядок работы или условия взаимодействия, но не относится к наиболее критичным. Сработали правила: fallback_manual_review. Для этого изменения автоматическая оценка недостаточно уверенная, рекомендуется ручная проверка.",1
synthetic_clarification_change_009:chg_001,curated_synthetic,generated:curated_synthetic,synthetic_clarification_change_009,chg_001,Сообщение публикуется после обновления данных.,Сообщение публикуется после обновления данных в информационных целях.,Сообщение публикуется после обновления данных. Сообщение публикуется после обновления данных в информационных целях.,modified,clarification_change,informational,0,0,1,0,curated_synthetic,0.9,Уточнено назначение сообщения.,46,69,23,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,short,informational,0,clarification_change,important,0.51,"Изменение влияет на порядок работы или условия взаимодействия, но не относится к наиболее критичным. Сработали правила: fallback_manual_review. Для этого изменения автоматическая оценка недостаточно уверенная, рекомендуется ручная проверка.",1
